1.Activity diagrams are used to support | The process view 
# Which of the following structures describe the static properties of software architecture?|Software code structure.
# Different architecture structures have different element and connector types.  |  True.
# Element and connector attributes are derived from the project requirements.  |  True.
# Divide-and-conquer is not a suitable methodology for architecture design.  |  False.
# Deployment decisions should be reflected in early architecture designs.  |  False.
# Activity diagrams are used to support the process view.  |  True.
# Deployment diagrams are used to support the physical view.  |  True.
# Component diagrams are used to support the development view.  |  True.
# The software sub modules and their interfaces are described in the logical view.  |  True.
# Concurrency control activity is part of the process view.
# System and network configuration decisions are part of the physical view.  |  True.
# Software architecture is concerned only with functional requirements.  |  False.
# Prototyping can be used to support UI design.  |  True.
# ADL is a programming language.  |  False.
# ADL can produce target code.  |  True.
# ADL is used only for software architecture specification.  |  False.
# Composite structure diagrams are based on object diagrams.  |  True.
# Component diagrams are based on object diagrams.  |  True.
# A UML diagram must provide a complete view of the entire software system.  |  True.
# A component is a class or an object.  |  False.
# Asynchronous message invocation can be expressed in sequence diagrams.  |  True.
# Conditional branching can be represented in sequence diagrams.  |  True.
# An activation in an object lifeline may have its own cycle message pointed back to itself in a sequence diagram.  |  True.
# An interaction overview diagram is based on all low-level interaction diagrams.  |  True.
# Architecture design is about choosing  the right single architecture style for a project | F
# Which of the following are not benefits of pipe and filter? | Interactive.
# Which of the followings are not benefits of batch sequential? | Interactive.
# COBOL is widely used to implement batch sequential. | True.
# Two modules in a data flow system can change their order without any constraints. | False.
# Java can be used to implement a pipe and filter design system. | True.
# The control flow in pipe and filter is explicit. | True.
# The control flow in batch sequential is implicit. | True.
# There are data sharing (shared data) among all subsystems in a data flow system. | False.
# Sequential flow control can be predetermined in pipe and filter. | True.
# Sequential flow control can be predetermined in batch sequential. | True.
# Which of the following is not a benefit of repository architecture? | Concurrency.
# Which of the following is a typical design domain of blackboard architecture? | AI system.
# The Yellow Page of web service is an example of repository design. | True.
# Implicit notification is often used in blackboard architecture. | True.
# Repository architecture design must also be object-oriented design. | False.
# Agents in the repository architecture normally do not talk with each other directly, except thought the data store. | True.
# Loose coupling is used between repository agents. | True.
# There is tight dependency of agents on the data store in the repository architecture. | True.
# Rule-based knowledge is installed in the blackboard component of the blackboard architecture.|False.
# The facts or hypotheses are stored in the knowledge source component of a blackboard system.|False.
# Which of the following is not a benefit of hierarchical architecture? | Concurrency.
# Which of the following is a disadvantage of hierarchical architecture? | Overhead.
# Web service is an example of hierarchy architecture design. | True.
# Hierarchical architecture is a procedure-oriented design paradigm only. | False.
# Hierarchical architecture can also be applied in any object-oriented software design. | True.
# Only directly adjacent layers can invoke each other’s methods in a layered architecture. | False.
# Component deployment is a good practice in a layered architecture. | True.
# There is data sharing between all layers in a layered architecture. | False.
# The callback method is typically used in a main-subroutine architecture. | False.
# The master-slave architecture is a specialized form of main-subroutine architecture. | True.
# Which of the following is not one of the benefits of distributed architecture? | Supports multiple views
# Which of the following is not a typical style of distributed architecture? | Hierarchical architecture.
# Client-server architecture in general is more scalable than the multi-tier model. | False.
# CORBA is an example of the broker architecture. | True.
# Web service is an example of SOA architecture. | True.
# CCM is a target technology for component technology.  | True.
# Each component may have its provided ports and required ports from other components.|True
# Each component must have its provided ports and required ports.| False.
# The provided interface ports may be in synchronous or asynchronous modes. | True
# A component architecture can be derived from use case analysis and business concept diagram. | True.
# Core type classes can be recognized as a new component. | True.
# A core type component does not depend on any other classes. | True.
# The interaction operations in the use case diagrams should be included as part of provided interfaces of components. | True.
# Which of the following is used to evaluate architecture designs? | ALL
# Which of the following is true about heterogeneous architecture? | If the general structure of a system is connected using one architecture style, and each component can use a different one, this is one example of heterogeneous architecture.
# Modifiability and expandability are essentially the same quality attribute. | False.
# SAAM relies on use cases to test an architecture design. | False.
# There is always an architecture design that can meet all requirements. | False.
# Service-oriented architecture is stateless, while component-based architecture is not.|True.
# Batch sequential architecture is generally more time efficient than pipe and filter.| False.
# It is beneficial to integrate architecture design with the process of requirements analysis.|True.
# Event-based architecture is a good candidate for interactive systems with graphic user interface.| True.
# Blackboard architecture is difficult to debug. | True.
# A user interface is mainly for accepting inputs, conducting computations, and displaying outputs. | False.
# Chapter 3 of this book, on “models for software architecture,” has nothing to do with user interfaces described in this chapter. | False.
# User interface refers to static components and their layout, not dynamically displayed information. | False.
# The MVC models suggest the separation of the user interface from the logic of the software system? | True.
# The look and feel of a user interface can be defined by using engineering rules. | False.
# A customizable user interface is not a good style since it will confuse users. | False.
# The usability of a user interface is enhanced by consistency and integration. | True.
# The acronym SAPCO describes | The satisfactory principles of user interfaces
# The Java programing language supports graphical user interface components, layout managers, and event listeners, all needed for designing and implementing user interfaces.|True.
# The constituent parts the architecture of a system are: | Its components, connectors, and the rules governing their interactions.
# Domain analysis identifies the various common features in a domain and their differences. | True.
# Control-of-variability forms the basis for reusability and standardization by identifying those crosscutting aspects that are typically present in the systems in a given domain.|False.
# Product line processes are a way to institutionalize systematic reuse.| False.
# Design-for-commonality anticipates variation without compromising commonality.|False.
# A domain is an area of expertise with specialized particular tasks organized into systems where all tasks work toward a common goals. | True.
# The goal of systematic reuse is to produce quality software products consistently and predictably by moving toward an asset supported development approach. | True.
# A software product line is a collection of components sharing a common, managed set of features that satisfy the specific needs of a selected system. | False.
# Reuse is not an end in itself but a means to an end. | True.
# Reusable assets are limited to code components. | False.
# Software components do not need adaption. | False.
# Horizontal reuse refers to the use of an asset across several distinct domains or different product line. | True.
# Which of the following is not a benefit of the MVC architecture? | Support multiple independent agents
# Which of the following is a typical design domain for the MVC architecture? | Web server site application
# Traffic control agents in a city traffic management system may be designed using PAC. | True
# Implicit notification is often used in the MVC architecture. | True
# The data in the Model component of the MVC architecture is active |  True
# The data in the Abstraction component of a PAC agent is passive. | True
# PAC agents are loosely couple. | True
# The Abstraction and Presentation component in a PAC agent do not talk to each other directly.|True
# The "Look and Feel" feature is well  supported in the MVC architecture.| True
# The PAC architecture is a hierarchically structured software architecture. |True
# A ___ is  a collection of computational and storage devices connected through a communications network. | Distributed system
# Which kind of class is not used in ananalysis class diagram? | Concrete class
# Which of the following is NOT buffer-based?  | Callback
# When do we use pipe & filter architecture? | All of the others
# Which is a deployable software package that can provide services to its clients? | Component
# For a large-scale software project, ___  styles are used to combine benefits of multiple styles and to ensure quality and appropriateness | heterogeneous architecture
# The nonbuffered event-based implicit invocation architecture breaks the software system into two partitions:_______and. |  evene sources/event receivers
# The multiplicity is described in___________ | composite diagram
# The data store in the repository architecture is______, and clients of the data store are_________.  | passive/active
# _________ refers to the universal accessibility and the ability to exchange data with internal components and the outside world. | Interoprrability
# Successive sets of data, where data and operations on it are independent of each other. | data flow
# Which of the following is false for implementing the separation of the user interface from the logic of the software system? | None of the others
# Which style of hierarchical architecture are often applied in traditional programming? | Main-subroutine
# Which kind of UML diagram can be expressed asynchronous message invocation? |  sequence diagram
# Select correct statement(s): Statement 1:Good software architectural designs are based on the recursive application of the"divide-and-conquer" methodology. Statement 2: Good software architectural designs are based on the recursive application of refinement of abstractions. |  Statement 1 is correct
# _________ is a modular(cohesive), deployable(portable), replaceable(plug-and-play), and reusable set of well defined functionalities that encapsulates its implementation and exports it as a higher-level interface. | component
# Select the disadvantages of direct manipulation |  None of the others
# Select incorrect statement | Agents in the repository architecture normally do not talk with each other directly, except though datastore.
# Which of following software system cannot be designed using PAC? | Compiler
# Select incorrect statement about module ininteraction-oriented software architecture | The dat are pository module determines the flow of control involving view selections communications between modules, job dispatching, and certain data in itialization and system configuration actions.
# How many different way are there to move data in P/F? |  3
# Which is not correct way to use a component? |  lookup in EJB
# Select incorrect statement  |  Design user interfaces are the task of the software designers and developers have nothing with the software users.
# Which is not component in interaction-oriented software architecture?  |  Data repository
# Select correct statement  |  Concurrency is not supported in batch-sequential architecture
# To ensure consistency of all servers, performance of the whole service is sacrificed. What is kind of quality trade-of in this case?  |  Tradeoff between scalability and performance
# Which tool can be used to describe an architecture style? |  "4+1" view model
# Select correct statement(s)  |  All of the others
# Virtual machine architecture is a sub-type of________architecture. | Hierarchical
# Which task should not be the first activity of software architects when the software project start? | Collecting project requirements
# Select the partition of nonbuffered event-based implicit invocation architecture | Event listeners & Event sources
# Which are the different between component-oriented design and object-oriented design? | All of the others
# Which style of architecture is a variant of the main-subroutine architecture style that supports fault tolerance and system reliability? | Master-slave
# There are two categories of data-centered architecture:_____________and__________________ | blackboard & repository
# The benefit of the broker architecture | All of the others
# Which of the following is NOT the benefit of the MVC architecture? |  Supports multiple in dependent agents
# Which of the followings is NOT the benefit of hierarchical architecture? | concurrency
# Which of the followings is NOT the benefit of repository architecture? | Loose coupling
# Which of the following is true? | All of the others
# Which is dynamic diagram? | Use-case diagram
# Select correct statement | None of the others
# Select incorrect statement | JDBC is XML based
# The________is a variant of the main-subroutine architecture style that supports fault tolerance and system reliability. | Master-slave architecture
# Typical OO languages include the following: | All of the others
# Select incorrect statement | .Data repository architecture is suitable for artificial intelligent systems and expert systems.
# Select the benefits of nonbuffered event-based implicit invocation architecture | All of the others
# Which is the most suitable diagram to describe the lifecycle of objects? | Object diagram
# The facts or hypothesis are stored in the_______________ component of a blackboard system.|Blackboard
# Which of the following notations is not used to support the logical view? | Deployment diagram
# Select correct statement | Pipe and filter is generally more time efficient than batch sequential.
# Select correct statement | A user interface is mainly for accepting inputs and displaying outputs.
# Which of the following is not considered as event-driven? | Callback
# Polymorphism implies the following | the same operation might be have differently at run time
# _________is the most commonly distributed system architectures. | Client-server model
# In Client/Server architecture | All of the others
# Select correct statement | A protocol-based connector can better support interactions between heterogeneous elements
# Select correct statement about inheritance | Class can inheritances more than one interface
# Which of the following is true? | All of the others (web services are examples of service-oriendted architecture, the application domain of process control style includes real-time systems, web application are examples of client-server architecture)
# Which of the following is typical design domain for the MVC architecture? | Web client site application
QN=1 (10168)Choose the correct statement. | Interoperability attribute refers to universal accessibility and the ability to exchange data among internal components and with the outside world.
QN=2 (10157)Which of the following are considered as Business attributes? |Time to market, Lifetime, Cost
QN=3 (10153)Portability belongs to which of the following quality attributes group? | Implementation attributes
QN=4 (10156)Architecture Styles contribute to which of the following? | Software Quality Attributes
QN=5 (10171)Usability belongs to which of the following quality attributes group? | Runtime attributes
QN=6 (10162)Usability refers to ____ | The level of "satisfaction" from a human perspective in using the system.
QN=7 (10218)In a software architecture, a process, object, service or an instance of software component is ____ | A software element
QN=8 (10200)In Software Dynamic structure, Connectors exhibit which of following attributes? ( Choose the best one ) | Direction, Synchronization, Sequence, Multiplicity, Self-descriptive
QN=9 (10237)According to the classification on information carrier, when your application has 2 software elements which are in the same process and they may used a shared variable to exchange information. Which of the following is CORRECT category the connector should be?| Variable
QN=10 (10211)Based on connector's synchronization mode, the connectors could be classified into which categories below? |Blocking connector and non-blocking connector.
QN=11 (10212)At software development time, the software element are ____ | Source code modules or files which have been assigned functional and non-functional attributes.
QN=12 (10273)Which is the best answer for the meaning of the description of the class diagram below when you read it? | A person lives at only one address and there are no more than one person living at an address. Some addresses might not have any person living at. The person could be a Student or a Professor.
QN=13 (10264)Which is the following diagram called? | Sequence diagram (Note:From user)
QN=14 (10243)Which of the following notations is used to support the physical view? | None of the others
QN=15 (10248)State machine diagram is grouped in which of following UML diagrams category? | Behavioral Diagrams
QN=16 (10261)Which is the following diagram called? | Timing diagram (From "ad RM scheduling")
QN=17 (10302)Which of the following is NOT an Open-Close principle's implication? | Feel free to change software code.
QN=18 (10306)The outcome of Object Oriented Analysis stage are ______ | Requirement Specification, Initial logic structure of the system
QN=19 (10300)Which of the following is an Open-Close principle's implication? | Keep attributes private
QN=20 (10290)Choose the correct statement | Object oriented analysis establishes an object-oriented abstract model of the system to be built.
QN=21 (10281)In UML 2.0, Which of the following is TRUE? | Sequence Diagram describes time sequence of messages passed between objects in timeline.
QN=22 (10335)When will you apply the Batch Sequence architecture? | Developing a system where each sub-system reads related input files and writes output files.
QN=23 (10360)Which of the following is the INCORRECT statement about active filter? | It lets connected pipes to push data in and pull data out.
QN=24 (10328)Which of the following statement is TRUE? | One of benefits of Pipe and Filter architecture is that it supports both sequential and parallel execution.
QN=25 (10363)Which of the following is the INCORRECT statement about passive filter? | It works with a passive pipe which provides read/write mechanisms for pulling and pushing.
QN=26 (10357)Which of the following is a CORRECT statement? | Filters can run in separate threads of the same process.
QN=27 (10396)The following image is an example of which architecture style? | Repository architecture style and (?) is a Data Repository
QN=28 (10392)In the Repository architecture, Said that the client control the logic flow means what? | The software component agents control the computation, request and update data on repository actively.
QN=29 (10380)___ are installed in the Blackboard component of the blackboard architecture | Facts
QN=30 (10400)Data store reliability and availability are limitations of which architecture style below? | Repository architecture
QN=31 (10374)Which of the following is the benefit of Blackboard Architecture? | Concurrency
QN=32 (10429)In DFD, the follow image is a representation of which flow? | Transaction flow
QN=33 (10409)Which of the following is NOT the limitation of layered architecture? | Incremental software development based on increasing levels of abstraction.
QN=34 (10437)With an application that has clean divisions between core services, critical services, user interface services…. Which architecture style will you apply? | Layered architecture
QN=35 (10441)A virtual machine provides _____. Which is the best choice to fill into the blank? | A virtual abstraction
QN=36 (10415)Which of the following is the limitation of virtual machine architecture? | Overhead due to the new layer
QN=37 (10450)The limitation of message-driven architecture over event-driven architecture is which of the following? | Capacity of message queue.
QN=38 (10475)Which architecture style supports scalability and reliability better? | Buffered message-based architecture (2)
QN=39 (10463)When you are requested making a system having some processes which must be done concurrently. In the future, there would be some new processes which can be added into the system, so the system must be easy to extend.Among the styles below, which is the architecture style you will choose to apply into your system architecture? | Buffered Message-based Architecture style
QN=40 (10449)Which of the following is the limitation of message-driven architecture? | Capacity limit of message queue.
QN=41 (10490)Which of the following is NOT a benefit of the MVC architecture? | Supports multiple independent agents
QN=42 (10484)The interaction oriented software architecture decomposes the system into ____. Which is the best choice? | 3 major partitions - Data module, Control module, Presentation Module
QN=43 (10528)When you are requested to develop an interaction application where the system can be divided into many cooperating agents in a hierarchical manner. Which architecture style will you choose? | PAC architecture
QN=44 (10503)What of the following characteristic do MVC and PAC both have? | Support for developing interactive application
QN=45 (10492)Which of the followings is a typical design domain of the MVC architecture? | Web server site application
QN=46 (10494)Which of the following are PAC architecture's benefits? | All of the others
QN=47 (10569)In Broker architecture, Which component provides APIs for clients to request, servers to respond, registering or unregistering server components, transferring messages and locating servers? | Broker
QN=48 (10540)Which of the followings is a style of distributed architecture? | Service Oriented architecture
QN=49 (10562)Which of the following is the most important quality attribute of Broker architecture style? | Better decoupling between clients and servers
QN=50 (10533)Which of the followings is NOT the benefit of distributed architecture? | Testability
QN=51 (10541)The image below describes a distributed architecture style. Choose which the suitable style is? | SOA
QN=52 (10578)Which is the reason of the increase of overall system reliability when you apply component-based architecture? | The reliability of each individual component enhances the reliability of the whole system via reuse.
QN=53 (10570)Which of the following description is TRUE? | A component is stored in a binary format, executable and deployable.
QN=54 (10585)Which of the following is a benefit of component-based architecture? | Independency and flexible connectivity of components
QN=55 (10602)Which of the following attribute relates to time and space? | Efficiency
QN=56 (10600)SAAM is which of the following methods? | Software Architecture Analysis Method
QN=57 (10605)Which of the following attribute relates to user interfaces' learning ability? | Usability
QN=58 (10628)In User Interface design step, Separation factor consideration means what? | Separate the user interface from the logic of the software. Thus, the same set of data can be displayed in different information representations.
QN=59 (10624)In User Interface design step, Intuitive factor consideration means what? | The user interface must be simple, intuitive and full of usability even with no instructions, people can figure out how to use it quickly and begin to use it.
QN=60 (10645)Design produces architectures that specify products and components in the form of which of the following? | An abstract-level design solution
# Agents in the repository architecture normally do not talk with each other directly, except though the data store | True
# An event can be either visible or invisible | True
# COBOL is widely used to implement batch sequential | True
# Component deployment is a good practice in a layered architecture | True
# Coupling in message-driven architecture is even looser than in event-driven architecture | True
Facts are installed in the Blackboard component of the blackboard architecture | B True
FPT University's CMS site is an example of repository design | B True
Hierarchical architecture is a procedure-oriented design paradigm only | [B] False
Implicit notification is often used in blackboard architecture | [B] True
Java can be used to implement a pipe and filter design system | [B] True
Message-based architecture is appropriate for a compiler in an IDE design | [B] False
Multiple event targets can register with same event source | [B] True
Only directly adjacent layers can invoke each other's method in a layered architecture. | [A] False
Rule-based knowledge is installed in the blackboard component of the blackboard architecture | [B] False
The control flow in batch sequential is implicit | [A] True
The control flow in pipe and filter is explicit | [B] True
The master-slave architecture is a specialized form of main-subroutine architecture | [A] True
The testing of synchronous architecture is more straightforward than asynchronous architecture | [A] True
The yellow page of web service is an example of repository design | [A] True
There are data sharing (shared data) among all subsystems in a data flow system | [B] False
Two modules in a data flow system can change their order without any constraints | [A] False
When you apply Layered Architecture style into your system architecture design, why the runtime performance of the system might be slow? | [B] A client's request or a response to client must go through potentially several layers.
Which is NOT the way to make the data flow in Pipe and Filter architecture? | [C] Leave data in a center repository
Which is the purpose of Main-Subroutine Architecture? | [C] To reuse the subroutines.
Which is the reasoning method that starts with the initial state of data and proceeds towards a goal? | [D] Forward reasoning
Which of the following is the design style could be applicable in Weather forecast, Pattern recognition and authentication in information security systems? (Choose the best one) | [D] Blackboard Architecture
Which of the following architecture is suitable for the embedded system software design? | [C] Process-Control Architecture
Which of the following are not benefits of batch sequential? | [B] All of the others
Which of the following is a typical design domain of blackboard architecture? | [B] Al system
Which of the following are benefits of Non-buffered Event-based architecture? | [D] Framework availability, Reusability of components, Possibility of parallel execution
Which of the following are not benefits of pipe and filter? | [D] Interactive
Which of the following is buffer-based software architecture? | [C] Publish-Subscribe Messaging (P&S)
Which of the following is one of the benefits of asynchronous architecture? | [B] Loose coupling of modules
Which of the following is the limitation of Repository Architecture Style? | [A] High dependency between data structure of data store and its agents.
Which of the following is the limitation of Repository Architecture Style? | [A] Overhead cost of moving data on network if data is distributed..
You will apply the batch sequential architecture when? | [A] Developing a system where intermediate file is a sequential access file.
Both Sequential and Parallel processing are supported by | [C] Pipe and Filter architecture
In Non-buffered Event-based architecture, how many partitions a system could be separated into? | [A] 2 partitions
The following diagram is a description of which architecture style? | [D] Repository Architecture
The following image is an example of which architecture? | [B] Batch Sequence Architecture
Evaluating the scalability of architecture styles, which is the right order of scalability of distributed architecture styles? (">" is better)   |  Client-Server > Broker > Service-oriented
What of the following statement about the characteristic in Service-oriented and Broker are CORRECT? | Both are hard to test and debug
Which of the following statement is TRUE? | Three-tier is the same as MVC architecture
Which of the below description is a benefit of PAC architecture style? | Complete separation of presentation and abstraction
Which of the following statement is TRUE about MVC-I  | The Controller-View module registers with the Model module
Which of the following is NOT a typical style of distributed architecture?  |  Hierarchical structure architecture
Which of the following is the correct statement about Component-based architecture? | It divides the problem into sub-problems each associated with component partitions
Which of the following is TRUE?  | Hardware idependence does not imply software independence
Which of the statement you can describe about MVC architecture styles?  |  MVC is now a very popular archiecture style
Which of the most appropriate architecture style to develop a radar system like below?  |  PAC
The below image is a snapshot of which architecture styles following? |   Event-based architecture 
Which of the following statement is a correct description about the job of an architecture designer?  | Exhaust all possible solutions, pick up the best one
CORBA is a good implementation example of___  |  Broker Architecture 
Which of the following is an architecture design evaluation methodology?  |  SAAM
Which of the following attribute related to time and space?  |  Efficiency
In Thin-Client type, the server includes which of the following processing  |  Data Storage Processing, Business Logic Processing
Which of the following is NOT a benefit of the MVC architecture? |  Supports mutiple independence agents
ATAM is which of the following methods?  |  Architecture Trade-off Analysis Method
The Architecture Decision Procedure includes following steps, Which is the correct order of these steps? | (2)Determine the required quality attributes in requirement analysis => (1)Quantity the quality attributes =>(3) Compute the weighted sum
Which is the statement you can describe about PAC architecture style?  |  PAC's Agents are loose coupling and high independent
which of the following is the main motivation of component-based architecture?|component security
the key point of the interaction oriented software architectures is___Which is the best answer?|in the separation of user interactions from data abstraction and business data processing
the following image is an example of one of architecture style below. Which is the best choice?|Multi-tier architecture style
which of the following is not a benefit of component architecture|performance
which is an advantage of client-server architecture?|reusability of server components
which of the following is the advantage of broker architecture|changeability and extensibility
which of the following attribite related to error tolerance and availability?|reliability
Which of the following is TRUE about heterogeneous architecture?|If the general structure of a system is connected using one architecture style, and each component can use a different one, this is an example of heterogeneous architecture
Which is the reason when you apply component-based architecture, overall system reliability will be increased?|You could increase the reliability of each individual component in your own way
Which of the following attribute related to hardware independence and installability?|Portability
In SOA architecture, Interoperability means what?|Technically any client or any service can access other services regardless of their Platform, Technology, Vendors, Language implementations
In Client-Server architecture style, there are follow types:|Thin-Client, Fat-Client
Which of the followings is a style of distributed architecture?|Service Oriented architecture
In MVC, said that it is easy to plug-in new or change interface views mean which of the following?|It allows updating the interface views with new technologies without overhang the rest of the system.
Which of the following is NOT the benefit of Multi-tier architecture style?|Load balancing
What of the following characteristic do MVC and PAC both have?|Support for developing interactive application
Which of the below description is a limitation of MVC architecture style?|Does not fit well agent-oriented applications such as interactive mobile and robotics applications
A component is NOT_. Which is the best choice?|A whole system which could be executed independent
Evaluating the abstraction of software development methodology, Which is the right order? (">" is higher )|Component-based > Object-oriented > Functional-oriented > Service-based
Agents in the repository architecture normally do not talk with each other directly, except though the data store | True
An event can be either visible or invisible | True
Both Sequential and Parallel processing are supported by	| Pipe and Filter architecture
COBOL is widely used to implement batch sequential | True
Component deployment is a good practice in a layered architecture | True
Coupling in message-driven architecture is even looser than in event-driven architecture | True
Facts are installed in the Blackboard component of the blackboard architecture | True
FPT University's CMS site is an example of repository design | True
Hierarchical architecture is a procedure-oriented design paradigm only | False
In Non-buffered Event-based architecture, how many partitions a system could be separated into? | 2 partitions
Implicit notification is often used in blackboard architecture | True
Java can be used to implement a pipe and filter design system | True
Message-based architecture is appropriate for a compiler in an IDE design | False
Multiple event targets can register with same event source | True
Only directly adjacent layers can invoke each other's method in a layered architecture. | False
Rule-based knowledge is installed in the blackboard component of the blackboard architecture | False
The control flow in batch sequential is implicit | True
The control flow in pipe and filter is explicit | True
The master-slave architecture is a specialized form of main-subroutine architecture | True
The following diagram is a description of which architecture style?(---> control flow ) | Repository Architecture
The following image is an example of which architecture? | Batch Sequence Architecture
The testing of synchronous architecture is more straightforward than asynchronous architecture | True
The yellow page of web service is an example of repository design | True
There are data sharing (shared data) among all subsystems in a data flow system | False
Two modules in a data flow system can change their order without any constraints | False
When you apply Layered Architecture style into your system architecture design, why the runtime performance of the system might be slow? | A client's request or a response to client must go through potentially several layers.
Which is NOT the way to make the data flow in Pipe and Filter architecture? | Leave data in a center repository
Which is the purpose of Main-Subroutine Architecture? | To reuse the subroutines.
Which is the reasoning method that starts with the initial state of data and proceeds towards a goal? | Forward reasoning
Which of the following is the design style could be applicable in Weather forecast, Pattern recognition and authentication in information security systems? (Choose the best one) | Blackboard Architecture
Which of the following are not benefits of batch sequential? | All of the others
Which of the following is a typical design domain of blackboard architecture? | Al system
Which of the following architecture is suitable for the embedded system software design? | Process-Control Architecture
Which of the following are benefits of Non-buffered Event-based architecture? | Framework availability, Reusability of components, Possibility of parallel execution
Which of the following are not benefits of pipe and filter? | Interactive
Which of the following is buffer-based software architecture? | Publish-Subscribe Messaging (P&S)
Which of the following is one of the benefits of asynchronous architecture? | Loose coupling of modules
Which of the following is the limitation of Repository Architecture Style? | High dependency between data structure of data store and its agents.
Which of the following is the limitation of Repository Architecture Style? | Overhead cost of moving data on network if data is distributed..
You will apply the batch sequential architecture when? | Developing a system where intermediate file is a sequential access file.
1.Evaluating the scalability of architecture styles, Which is the right order of scalability of distributed architecure styles? (“>” is better) | Client-Server > Broker > Service-oriented
2.What of the following statement about the characteristic in Service-oriented and Broker are CORRECT? | Both are hard to test and debug.
3.Which of the following statement is TRUE? | Three-tier is the same as MVC architecture.
4.Which of the below description is a benefit of PAC architecture style? | Complete sepatation of presentation and abstraction
5.Which of the following statement is TRUE about MVC-I | The Controller-View module registers with the Model module
6.Which of the following is NOT a typical style of distributed architecture? | Hierarchical structure architecture
7.Which of the following is the correct statement about Component-based architecture? | It divides the problem into sub-problems each associated with component partitions.
8.Which of the following is TRUE? | Hardware independence does not imply software independence
9.Which is the statement you can describe about MVC architecture style? | MVC is now a very popular architecture style.
10.Which is the most appropriate architecture style to develop a radar system like below? |  PAC
11.The below image is a snapshot of which architecture styles following? | Event-based architecture
12.Which of the following statement is a correct description about the job of an architecture designer? | Exhaust all possible solutions, pick up the best one.
13.CORBA is a good implementation example of ___ | Broker Architecture
14.Which of the following is an architecure design evaluation methodology? | SAAM
15.Which of the following attribute related to time and space? | Efficiency
16.In Thin-Client type, the server includes which of the following processing. | Data Storage Processing, Business Logic Processing
17.Which of the following is NOT a benefit of the MVC architecture? | Supports multiple independent agents.
18.ATAM is which of the following methods? | Architecture Trade-off Analysis Method
19.The architectural Decision Procedure includes following steps: 
(1): Quantify the quality attributes 
(2): Determine the re required quality attributes in requirement analysis 
(3): Compute the weighted sum 
Which is the correct order of these steps? | 2 => 1 => 3
20.Which is the statement you can describe about PAC architecture syle? | PAC’s Agents are loose coupling and high independent.
21.Which of the following is the main motivation of Component-based architecture? | Component reusability
22.The key point of the interaction oriented software architectures is ___ Which is the best answer? | In the separation of user interactions from data abstraction and business data processing.
23.The following image is an example of one of architecture style below. Which is the best choice? | Multi-tier Architecture style
24.Which of the following is NOT a benefit of Component architecture | Performance
25.Which is an advantage of Client- Server Architecture? | Reusability of server components.
26.Which of the following is the advantage of Broker architecture? | Changeability and extensibility
27.Which of the following attribute related to error tolerance and availability? | Reliability
28.Which of the following is TRUE about heterogeneous architecture? | If the general structure of a system is connected using one architeture style, and each component can use a different one, this is an example of heterogeneous architecture
29.Which is the reason when you apply component-based architecture, overall reliability will be increased? | You could increase the reliability of each individual component in your own way.
30.Evaluating the abstraction of software development methodogy, Which is the right order? (“>” is higher) | Service-based > Component-based > Object-oriented > Functional-oriented
31.Which of the following attribute related to hardware independence and installability? | Portability
32.In SOA architecture, Interoperability means what? | Technically any client or any service can access other services redardless of their Plaform, Technology, Vendors, Language implementations
33.In Client-Server architecure style, ther are follow types | Thin-Client, Fat-Client
34.Which of the followings is a style of distributed architecture? | Service Oriented architecture
35.In MVC, said that it is easy to plug-in new or change interface views mean which of the following? | It allows updating the interface views with new technologies without overhang the rest of the system
36.Which of the following is NOT the benefit of Multi-tier architecture style? | Load balancing
37.When you are request to maker a system which can be used be users who work on different sites. It’s required that the system security attribute is high because of its working domain requirement. There are about 100.000 to 500.000 users using the system at the same time. Which architecture will you choose to apply for the system development? | Component-based architecture style
38.What of the following characteristic do MVC and PAC both have? | Support fot developing interactive application
39.Which of the below description is a limitation of MVC architecture sytle? | Does not fit well agent-oriented applications such as interactive mobile and robotics applications
40.A component is NOT ___. Which is the best choice? | A whole system which could be executed independent.
1.For what project resource allocation, the software element are ____ | Specific manipulation (design, implementation, debugging, etc.) of specific code units which has been assigned to the same project team
2.Object-oriented design is a design methodology | true
3.Which is the following diagram called? | state machine diagram
4.Architecture styles contribute to software quality attributes | true
5.Which of the following notations is used to support the physical view? | none of the others
6.Which of the following are considered as Runtime attributes | availability, security, performance, usability
7.In a sequence diagram, boxes on top of the diagram can represent classes, objects, and actors. We found a description of a box as follow “Human:Player”, which of the following is correct expression? | an object named “Human” whose class is “Player”
8.Time to market belongs to which of the following quality attributes group? | Business atttributes 
9. In a software architecture, a process, object, service or an instance of software component is ___ | A software element
10.UML diagrams are ___ which are used for system analysis and design | Tools
11.Which of the following is NOT TRUE about Architectural design step? | we will specify the internal details of each component
12.Which of the following notations is used to support the process view? | Activity diagram 
13.Which of the design below is better? | b (hình nhìn don gi?n hon)
